Collection Date,Waterbody Name,Waterbody Type,Latitude,Longitude,Land Use Region,Species Code,Common Name,Sex,Fork Length (mm),Total Length (mm),Weight (g),Hg (mg/kg)
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,398.0,426.0,711.0,0.374
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,372.0,395.0,538.0,0.263
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Male,292.0,314.0,257.0,0.246
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,445.0,477.0,940.0,0.665
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Male,472.0,501.0,1081.0,1.15
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,476.0,502.0,1100.0,0.988
2008-09-09,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,510.0,543.0,1426.0,0.818
2008-09-10,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,438.0,463.0,923.0,1.08
2008-09-10,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,451.0,479.0,1081.0,0.793
2008-09-10,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Male,282.0,306.0,260.0,0.227
2008-09-10,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Male,454.0,485.0,895.0,0.763
2008-09-10,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Female,462.0,487.0,770.0,0.765
2008-09-10,Lac la Nonne,Lake,53.939834,-114.321581,Upper Athabasca,WALL,Walleye,Male,398.0,415.0,699.0,0.451
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,NRPK,Northern Pike,Male,530.0,565.0,1015.0,0.118
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,NRPK,Northern Pike,Male,624.0,637.0,1368.0,0.152
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,400.0,425.0,630.0,0.166
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,403.0,433.0,680.0,0.122
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,360.0,387.0,503.0,0.095
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,468.0,500.0,1070.0,0.164
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,400.0,428.0,670.0,0.14
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,403.0,435.0,680.0,0.141
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,418.0,447.0,710.0,0.166
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,441.0,473.0,926.0,0.147
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,410.0,422.0,629.0,0.125
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,277.0,301.0,200.0,0.055
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,425.0,455.0,868.0,0.119
2008-09-09,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,387.0,415.0,570.0,0.106
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,396.0,424.0,633.0,0.131
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,386.0,397.0,599.0,0.098
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,402.0,433.0,732.0,0.118
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,404.0,432.0,680.0,0.16
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Female,406.0,433.0,667.0,0.111
2008-09-10,Lac Ste. Anne,Lake,53.709153,-114.42621,Upper Athabasca,WALL,Walleye,Male,397.0,424.0,695.0,0.086
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,631.0,691.0,2619.0,0.339
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,607.0,653.0,2558.0,0.23
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,580.0,639.0,2188.0,0.185
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,638.0,704.0,3048.0,0.304
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,580.0,630.0,2369.0,0.212
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,592.0,655.0,2426.0,0.298
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,626.0,670.0,2777.0,0.215
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,611.0,669.0,2922.0,0.204
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,572.0,628.0,2634.0,0.148
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,712.0,779.0,3400.0,0.239
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,596.0,656.0,2551.0,0.299
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,638.0,688.0,2756.0,0.291
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,660.0,720.0,3108.0,0.252
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,642.0,700.0,2820.0,0.277
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,575.0,633.0,2341.0,0.367
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,665.0,710.0,2849.0,0.236
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,632.0,690.0,2553.0,0.314
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,630.0,685.0,2544.0,0.195
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,618.0,652.0,2744.0,0.267
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,638.0,690.0,2513.0,0.232
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,585.0,638.0,2012.0,0.246
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,622.0,680.0,2713.0,0.308
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,766.0,842.0,4600.0,0.346
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,666.0,733.0,3113.0,0.21
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,643.0,682.0,2796.0,0.303
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,730.0,800.0,3500.0,0.254
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,740.0,801.0,5100.0,0.276
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,680.0,740.0,2841.0,0.29
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,693.0,740.0,3133.0,0.373
2010-01-24,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKTR,Lake Trout,Unknown,688.0,725.0,2626.0,0.425
2010-01-29,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKWH,Lake Whitefish,Unknown,348.0,380.0,565.0,0.056
2010-01-29,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKWH,Lake Whitefish,Unknown,438.0,486.0,1267.0,0.068
2010-01-29,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKWH,Lake Whitefish,Unknown,400.0,425.0,993.0,0.081
2010-01-29,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,LKWH,Lake Whitefish,Unknown,446.0,470.0,1053.0,0.249
2009-12-01,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,WALL,Walleye,Unknown,467.0,494.0,1258.0,0.178
2009-12-01,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,WALL,Walleye,Unknown,459.0,493.0,1369.0,0.137
2009-12-01,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,WALL,Walleye,Unknown,452.0,467.0,1132.0,0.196
2009-12-01,Lake Athabasca,Lake,58.90375,-110.482479,Lower Athabasca,WALL,Walleye,Unknown,498.0,516.0,1592.0,0.15
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,NRPK,Northern Pike,Female,615.0,652.0,1945.0,0.228
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,NRPK,Northern Pike,Male,614.0,655.0,1600.0,0.212
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,NRPK,Northern Pike,Female,704.0,746.0,2535.0,0.205
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,NRPK,Northern Pike,Female,772.0,819.0,4000.0,0.198
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,NRPK,Northern Pike,Female,756.0,792.0,4550.0,0.264
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,NRPK,Northern Pike,Male,618.0,661.0,1525.0,0.284
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Male,426.0,455.0,965.0,0.246
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Male,600.0,626.0,2445.0,0.6
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Male,627.0,656.0,2935.0,0.576
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Male,440.0,465.0,995.0,0.238
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Male,429.0,451.0,967.0,0.215
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Female,429.0,455.0,985.0,0.193
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Female,631.0,667.0,3280.0,0.556
2006-09-25,Lake Newell,Lake,50.431864,-111.940002,South Saskatchewan,WALL,Walleye,Male,608.0,641.0,3235.0,0.48
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,480.0,535.0,1360.0,0.071
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,378.0,415.0,830.0,0.109
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,460.0,510.0,1330.0,0.097
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,480.0,530.0,1490.0,0.071
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,467.0,520.0,1330.0,0.073
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,340.0,386.0,510.0,0.033
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,356.0,405.0,600.0,0.031
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,482.0,544.0,1490.0,0.079
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Male,420.0,572.0,1910.0,0.107
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Male,492.0,555.0,1650.0,0.075
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Male,420.0,472.0,1110.0,0.049
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,386.0,431.0,850.0,0.033
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,544.0,601.0,2220.0,0.072
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Male,462.0,516.0,1240.0,0.069
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,377.0,424.0,695.0,0.06
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,445.0,504.0,1190.0,0.041
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,385.0,431.0,790.0,0.027
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,490.0,548.0,1410.0,0.065
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Male,464.0,516.0,1410.0,0.07
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,366.0,414.0,720.0,0.046
2020-09-19,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Male,460.0,515.0,1260.0,0.055
2020-09-19,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,LKWH,Lake Whitefish,Female,431.0,480.0,1155.0,0.03
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,725.0,765.0,2755.0,0.429
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,998.0,1046.0,8150.0,0.659
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,579.0,614.0,1570.0,0.213
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,655.0,698.0,2850.0,0.261
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,594.0,634.0,1570.0,0.286
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,722.0,765.0,2780.0,0.257
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,650.0,690.0,2280.0,0.18
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Male,590.0,629.0,1590.0,0.305
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,615.0,647.0,1570.0,0.271
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,594.0,638.0,1510.0,0.135
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,740.0,781.0,3130.0,0.286
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Male,549.0,578.0,1230.0,0.174
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,577.0,610.0,1260.0,0.145
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,850.0,888.0,5270.0,0.73
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,662.0,700.0,2415.0,0.224
2020-09-15,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,625.0,664.0,1955.0,0.132
2020-09-15,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,773.0,809.0,3850.0,0.528
2020-09-15,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,526.0,563.0,1020.0,0.108
2020-09-15,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,963.0,1005.0,6615.0,0.901
2020-09-15,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,895.0,941.0,5640.0,0.784
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,643.0,681.0,1640.0,0.338
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,553.0,590.0,1120.0,0.157
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,551.0,587.0,1290.0,0.272
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,895.0,940.0,6145.0,0.599
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,582.0,621.0,1375.0,0.336
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,643.0,680.0,2320.0,0.348
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,768.0,810.0,3690.0,0.412
2020-09-17,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,660.0,695.0,2085.0,0.221
2020-09-19,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,740.0,777.0,3160.0,0.29
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,414.0,438.0,750.0,0.189
2020-09-09,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,470.0,503.0,1290.0,0.28
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,460.0,485.0,1130.0,0.526
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,462.0,510.0,1160.0,0.496
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,455.0,475.0,960.0,0.302
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,556.0,592.0,1795.0,0.626
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,437.0,463.0,900.0,0.478
2020-09-10,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,452.0,463.0,950.0,0.386
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,427.0,455.0,810.0,0.39
2020-09-11,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,508.0,540.0,1360.0,0.382
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,459.0,490.0,1110.0,0.173
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,487.0,519.0,1420.0,0.332
2020-09-14,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,485.0,519.0,1250.0,0.399
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,424.0,453.0,825.0,0.33
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,468.0,497.0,1010.0,0.507
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,394.0,416.0,680.0,0.371
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,422.0,452.0,810.0,0.274
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,453.0,488.0,1025.0,0.482
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,461.0,496.0,1075.0,0.32
2020-09-18,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,408.0,435.0,760.0,0.294
2010-09-24,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,701.0,732.0,1550.0,0.406
2010-09-24,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,800.0,850.0,5565.0,0.356
2010-09-25,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,593.0,633.0,1065.0,0.288
2010-09-25,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,555.0,587.0,1050.0,0.305
2010-09-26,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,568.0,600.0,1255.0,0.241
2010-09-26,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,575.0,612.0,1225.0,0.226
2010-09-26,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Male,715.0,757.0,2845.0,0.452
2010-09-27,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,531.0,563.0,1000.0,0.305
2010-09-27,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,847.0,891.0,5155.0,0.423
2010-09-28,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,700.0,741.0,2425.0,0.408
2010-09-28,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,772.0,819.0,3510.0,0.394
2010-09-28,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,909.0,956.0,5075.0,0.574
2010-09-29,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,953.0,999.0,7220.0,0.584
2010-09-30,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Male,595.0,622.0,1160.0,0.623
2010-09-30,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,555.0,585.0,1075.0,0.297
2010-09-30,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,742.0,785.0,2910.0,0.252
2010-10-01,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,760.0,805.0,3395.0,0.472
2010-10-01,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,760.0,800.0,3925.0,0.367
2010-10-02,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,545.0,562.0,1005.0,0.304
2010-10-02,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,670.0,713.0,1855.0,0.382
2010-10-03,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,690.0,730.0,2575.0,0.302
2010-10-03,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,715.0,755.0,2920.0,0.277
2010-10-03,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,NRPK,Northern Pike,Female,741.0,780.0,3110.0,0.357
2010-09-24,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,451.0,480.0,935.0,0.208
2010-09-24,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,505.0,539.0,770.0,0.752
2010-09-24,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,453.0,483.0,885.0,0.334
2010-09-24,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,459.0,491.0,920.0,0.371
2010-09-25,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,507.0,541.0,1285.0,0.497
2010-09-25,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,469.0,505.0,915.0,0.275
2010-09-25,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,552.0,584.0,1835.0,0.327
2010-09-26,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Male,430.0,460.0,790.0,0.233
2010-09-26,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,476.0,507.0,1235.0,0.251
2010-09-26,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,564.0,595.0,1865.0,0.372
2010-09-27,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,485.0,517.0,1015.0,0.353
2010-09-27,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,476.0,505.0,1090.0,0.172
2010-09-27,Lesser Slave Lake,Lake,55.437758,-115.403338,Upper Athabasca,WALL,Walleye,Female,517.0,549.0,1375.0,0.3
